Client_ID,Age,Gender,Education,Income,Loan_Amount,Loan_Purpose,Credit_Score,Interest_Rate,Loan_Term_Years,Employment_Type,Default_Status
29534,32,Male,Graduate,147556,467346,Personal,808,12.05,15,Self-Employed,1
29535,35,Male,Under Graduate,20745,108783,Personal,476,9.21,3,Salaried,0
29536,38,Female,Post Graduate,164398,687462,Car,819,21.98,10,Self-Employed,0
29537,48,Female,Graduate,28124,507999,Personal,414,10.52,15,Business,0
29538,43,Female,Under Graduate,25599,1081433,Personal,333,24.45,5,Salaried,1
29539,34,Female,Graduate,119181,203335,Home,843,15.28,5,Self-Employed,1
29540,50,Female,Graduate,27764,608003,Personal,399,12.98,10,Business,0
29541,53,Female,Post Graduate,60077,709141,Home,381,16.2,7,Salaried,1
29542,35,Female,Post Graduate,161963,797317,Home,682,10.99,5,Salaried,0
29543,27,Male,Under Graduate,160726,184418,Education,807,24.98,3,Self-Employed,0
29544,35,Male,Post Graduate,70499,292715,Education,548,11.33,5,Salaried,0
29545,62,Female,Under Graduate,49817,376276,Personal,618,17.88,5,Salaried,0
29546,58,Female,Graduate,84811,1112731,Home,366,11.24,5,Salaried,0
29547,64,Female,Post Graduate,85488,1094893,Home,457,8.91,10,Business,1
29548,31,Female,Graduate,166610,590624,Home,708,23.95,10,Salaried,0
29549,49,Female,Graduate,45807,1149538,Personal,460,19.15,1,Business,0
29550,51,Male,Under Graduate,34289,1019368,Personal,827,9.56,5,Self-Employed,1
29551,45,Female,Graduate,89797,401522,Personal,558,25.86,15,Salaried,1
29552,44,Female,Under Graduate,37963,782680,Home,794,15.85,5,Business,0
29553,39,Female,Graduate,115306,906503,Personal,569,16.52,3,Salaried,0
29554,22,Male,Graduate,116527,921461,Car,534,17.9,1,Self-Employed,0
29555,42,Male,Graduate,169473,207092,Home,536,12.49,5,Salaried,0
29556,40,Male,Under Graduate,154109,609677,Personal,496,19.02,10,Salaried,0
29557,53,Male,Graduate,34501,86349,Car,672,13,10,Salaried,1
29558,28,Female,Post Graduate,168217,69485,Car,328,24.72,7,Self-Employed,0
29559,45,Male,Post Graduate,64932,168337,Personal,448,24.52,15,Salaried,1
29560,29,Male,Graduate,67948,536150,Personal,707,17.54,1,Salaried,0
29561,54,Male,Post Graduate,98374,815088,Personal,540,18.64,5,Salaried,0
29562,43,Male,Graduate,102518,610495,Personal,583,27.86,10,Salaried,0
29563,25,Male,Under Graduate,79546,783733,Business,484,23.91,10,Business,0
29564,45,Female,Graduate,89279,1084963,Personal,678,9.26,1,Business,1
29565,28,Male,Graduate,83039,679384,Business,764,11.45,7,Salaried,1
29566,36,Male,Graduate,51966,113391,Home,545,19.92,7,Self-Employed,0
29567,35,Male,Post Graduate,129929,115669,Car,405,15.43,3,Business,1
29568,21,Female,Post Graduate,132331,251404,Home,321,24.08,1,Salaried,0
29569,42,Female,Under Graduate,157282,160544,Home,573,20.82,1,Salaried,0
29570,23,Female,Under Graduate,137252,863646,Home,612,27.81,5,Salaried,1
29571,58,Female,Graduate,142829,1088483,Home,797,8.26,3,Business,0
29572,34,Female,Post Graduate,119386,1140043,Personal,844,16.77,7,Salaried,0
29573,56,Female,Under Graduate,147982,565869,Business,424,16.15,3,Salaried,0
29574,38,Female,Under Graduate,49443,902497,Business,628,16.68,5,Business,1
29575,61,Female,Graduate,76335,400140,Personal,317,25.7,5,Salaried,0
29576,38,Male,Graduate,56426,509157,Personal,419,16.12,15,Salaried,0
29577,23,Male,Under Graduate,85379,311336,Home,697,23.93,10,Business,0
29578,30,Female,Graduate,166917,480686,Business,651,20.65,7,Salaried,0
29579,59,Male,Post Graduate,95951,186624,Car,594,17.75,3,Self-Employed,1
29580,21,Female,Under Graduate,41964,1168481,Education,463,21.86,1,Salaried,0
29581,47,Male,Under Graduate,161447,933681,Personal,614,12.58,5,Self-Employed,1
29582,47,Male,Graduate,67531,451468,Personal,716,10.85,7,Salaried,1
29583,31,Female,Graduate,101684,1196758,Personal,763,27.34,10,Business,0
29584,25,Male,Graduate,25913,283350,Home,606,15.83,1,Salaried,0
29585,27,Female,Under Graduate,141742,333968,Business,389,14.07,3,Salaried,0
29586,39,Female,Under Graduate,111471,720579,Personal,400,13.31,5,Salaried,0
29587,49,Male,Under Graduate,52938,191983,Home,569,20.45,5,Salaried,0
29588,35,Female,Post Graduate,123323,825042,Education,652,27.93,5,Salaried,1
29589,55,Male,Graduate,171680,827954,Home,795,25.9,5,Salaried,0
29590,57,Male,Post Graduate,71879,706381,Home,401,16.01,7,Salaried,1
29591,32,Female,Graduate,132033,1141979,Personal,688,25.91,10,Salaried,1
29592,50,Female,Post Graduate,87644,675598,Car,542,17.14,1,Self-Employed,0
29593,40,Female,Post Graduate,83297,482461,Education,666,10.19,3,Self-Employed,0
29594,57,Female,Post Graduate,95386,437298,Business,647,11.76,3,Business,0
29595,23,Female,Under Graduate,161059,51215,Business,332,12.86,5,Salaried,0
29596,29,Male,Graduate,121089,296080,Home,380,26.35,10,Salaried,0
29597,61,Female,Under Graduate,110915,86153,Personal,384,27.58,10,Self-Employed,0
29598,59,Male,Graduate,39388,589116,Personal,462,12.54,15,Salaried,1
29599,46,Female,Under Graduate,163033,728699,Personal,819,16.06,3,Salaried,0
29600,22,Male,Post Graduate,94382,674130,Home,670,27.63,5,Salaried,0
29601,43,Male,Graduate,62836,89181,Home,791,24.94,3,Salaried,0
29602,43,Male,Graduate,44843,489270,Education,743,16.86,5,Salaried,0
29603,41,Male,Graduate,132715,513954,Personal,778,17.05,7,Salaried,0
29604,36,Male,Graduate,21092,756254,Personal,419,25.57,5,Business,0
29605,29,Female,Under Graduate,62428,141814,Home,304,8.59,5,Salaried,0
29606,33,Male,Graduate,95049,538068,Education,515,26.61,7,Self-Employed,0
29607,48,Female,Post Graduate,136185,660382,Personal,545,9.79,5,Self-Employed,0
29608,47,Male,Graduate,57761,290236,Personal,364,26.03,10,Self-Employed,0
29609,37,Female,Post Graduate,154151,714601,Home,382,9.28,1,Self-Employed,0
29610,58,Male,Under Graduate,62468,281590,Personal,685,27.38,10,Self-Employed,0
29611,56,Male,Graduate,127317,829806,Business,612,8.17,7,Salaried,0
29612,21,Female,Post Graduate,32167,591132,Home,477,27.3,10,Self-Employed,0
29613,38,Female,Under Graduate,153207,1015782,Business,329,9.24,10,Business,1
29614,29,Male,Graduate,115772,1009527,Business,677,10.5,3,Business,0
29615,33,Male,Under Graduate,137260,554607,Personal,359,27.26,7,Salaried,0
29616,60,Female,Graduate,41305,774836,Personal,695,23.84,7,Business,0
29617,35,Male,Graduate,66422,1029715,Personal,305,24.8,7,Salaried,0
29618,63,Male,Post Graduate,160238,653475,Home,304,16.63,15,Salaried,1
29619,64,Female,Graduate,146167,134141,Personal,465,9.6,3,Salaried,1
29620,24,Male,Under Graduate,127001,757680,Education,738,10.98,7,Salaried,0
29621,53,Male,Graduate,136458,369078,Personal,363,26.47,7,Salaried,0
29622,44,Female,Graduate,101993,646407,Business,433,15.69,1,Self-Employed,0
29623,56,Male,Post Graduate,168036,935294,Home,313,23.11,7,Salaried,1
29624,61,Female,Post Graduate,47716,365045,Home,477,21.8,5,Self-Employed,0
29625,30,Female,Under Graduate,163271,283985,Car,572,17.48,10,Self-Employed,0
29626,56,Male,Graduate,37280,991672,Business,847,25.21,10,Salaried,1
29627,40,Male,Under Graduate,153505,956341,Personal,373,21.09,1,Salaried,0
29628,61,Female,Under Graduate,153241,958503,Personal,646,22.8,10,Self-Employed,0
29629,64,Female,Post Graduate,53590,957011,Home,735,24.74,10,Salaried,0
29630,31,Male,Under Graduate,143336,63880,Home,496,12.45,7,Salaried,0
29631,32,Female,Post Graduate,46787,912458,Personal,508,13.87,10,Self-Employed,0
29632,38,Male,Graduate,97062,811836,Car,330,23.11,3,Salaried,0
29633,50,Female,Graduate,22139,1160260,Home,484,24.58,15,Salaried,0
29634,64,Female,Graduate,179497,958492,Home,770,19.95,15,Business,1
29635,57,Female,Under Graduate,128879,208818,Personal,407,27.87,3,Salaried,0
29636,40,Male,Graduate,61273,246976,Education,730,25.56,5,Salaried,0
29637,45,Female,Post Graduate,88185,471807,Home,577,24.01,10,Salaried,0
29638,32,Female,Graduate,74241,271441,Car,585,12.91,5,Self-Employed,0
29639,41,Female,Post Graduate,138567,403891,Personal,715,14.66,15,Salaried,0
29640,45,Female,Graduate,59821,697144,Education,465,15.21,3,Salaried,0
29641,31,Male,Under Graduate,152561,414783,Personal,429,9.86,1,Salaried,1
29642,29,Female,Graduate,63568,221298,Business,522,22.63,10,Salaried,0
29643,45,Male,Under Graduate,37039,1163045,Home,711,16.24,1,Business,0
29644,55,Female,Under Graduate,89254,621540,Personal,814,20.42,15,Salaried,0
29645,52,Female,Post Graduate,56783,201025,Car,742,22.19,7,Self-Employed,0
29646,34,Male,Graduate,173432,518630,Home,447,8.17,5,Salaried,0
29647,21,Male,Graduate,69352,791509,Home,398,8.96,10,Business,1
29648,37,Female,Under Graduate,26611,813333,Education,745,14.7,10,Self-Employed,0
29649,45,Female,Graduate,49105,578608,Home,746,21.11,5,Salaried,1
29650,28,Female,Graduate,93865,969535,Personal,830,17.57,3,Self-Employed,0
29651,25,Male,Post Graduate,119379,820458,Personal,758,26.78,10,Salaried,0
29652,25,Female,Graduate,136436,1014692,Business,369,13.14,15,Self-Employed,1
29653,61,Male,Graduate,125249,1017137,Home,794,10.08,15,Self-Employed,0
29654,55,Female,Post Graduate,148205,549030,Home,745,10.29,5,Self-Employed,0
29655,39,Male,Graduate,64373,813616,Personal,377,12.5,7,Salaried,0
29656,43,Male,Graduate,105824,647990,Home,313,12.72,15,Salaried,0
29657,29,Male,Post Graduate,179879,607992,Home,492,15.58,5,Salaried,1
29658,50,Female,Graduate,20448,896229,Home,737,19.28,10,Salaried,0
29659,36,Female,Under Graduate,151140,879571,Business,680,12.98,15,Self-Employed,1
29660,53,Male,Graduate,109016,1104673,Home,487,18.31,3,Salaried,0
29661,22,Male,Post Graduate,24908,257480,Business,330,17.56,10,Salaried,0
29662,34,Male,Graduate,113744,410470,Personal,501,14.18,10,Salaried,0
29663,21,Female,Graduate,27369,423349,Business,524,16.68,5,Salaried,0
29664,46,Female,Graduate,131606,151507,Home,319,15.67,15,Salaried,0
29665,45,Female,Graduate,142429,492819,Personal,764,27,10,Self-Employed,0
29666,36,Male,Under Graduate,54508,181345,Car,477,9.38,15,Self-Employed,0
29667,35,Female,Graduate,46595,1043940,Home,500,23.34,7,Self-Employed,0
29668,46,Female,Post Graduate,137880,74741,Home,634,14.19,3,Salaried,0
29669,64,Female,Under Graduate,65432,255096,Personal,479,11.71,3,Salaried,0
29670,36,Male,Post Graduate,78858,877056,Car,601,25.41,10,Self-Employed,0
29671,34,Female,Graduate,124347,238244,Personal,377,17.39,5,Salaried,1
29672,49,Female,Graduate,70228,895802,Home,756,18.2,3,Salaried,0
29673,44,Female,Under Graduate,69160,696772,Business,716,16.32,15,Self-Employed,1
29674,35,Female,Post Graduate,113164,982739,Personal,356,16.09,5,Salaried,0
29675,39,Female,Post Graduate,120700,926684,Business,594,21.86,1,Self-Employed,0
29676,28,Male,Graduate,118427,891020,Home,652,23.19,7,Self-Employed,0
29677,54,Male,Under Graduate,163993,515458,Personal,668,23.78,7,Business,0
29678,22,Male,Under Graduate,111546,737093,Education,637,18.5,5,Salaried,0
29679,47,Male,Graduate,68507,869966,Car,741,22.04,5,Business,0
29680,30,Female,Post Graduate,49589,894608,Personal,631,23.55,3,Salaried,0
29681,55,Female,Graduate,125976,407680,Personal,772,21.67,3,Salaried,0
29682,43,Male,Graduate,54845,759222,Home,326,11.87,5,Business,0
29683,28,Male,Under Graduate,143995,652141,Personal,544,22.24,15,Salaried,0
29684,48,Male,Graduate,102515,244782,Education,491,20.96,15,Business,1
29685,43,Female,Post Graduate,47278,1169736,Personal,504,9.92,1,Self-Employed,0
29686,24,Female,Graduate,43348,962219,Education,705,20.92,15,Salaried,0
29687,34,Female,Graduate,145387,937613,Car,301,25.5,5,Salaried,0
29688,62,Male,Post Graduate,52790,709966,Business,506,16.26,5,Salaried,0
29689,49,Male,Under Graduate,77669,950646,Personal,617,10.67,5,Salaried,1
29690,21,Male,Graduate,24972,514146,Personal,408,20.21,10,Salaried,0
29691,24,Female,Graduate,36015,1077432,Car,602,12.78,5,Self-Employed,0
29692,52,Female,Post Graduate,100556,785329,Business,447,18.9,1,Salaried,0
29693,53,Male,Graduate,64460,1128235,Personal,824,21.39,15,Self-Employed,0
29694,46,Male,Graduate,166214,365851,Business,454,18.21,15,Self-Employed,0
29695,37,Female,Graduate,82823,962302,Personal,405,14.17,5,Self-Employed,1
29696,59,Female,Graduate,61519,656778,Home,714,25.14,5,Self-Employed,0
29697,43,Male,Graduate,79899,797737,Personal,833,10.72,1,Business,0
29698,52,Male,Graduate,163408,628661,Personal,331,8.86,3,Salaried,0
29699,35,Female,Graduate,169944,1135075,Education,619,24.57,3,Business,1
29700,33,Male,Under Graduate,65649,69372,Personal,321,8.68,10,Self-Employed,0
29701,22,Male,Graduate,74846,768609,Home,789,17.74,5,Self-Employed,0
29702,39,Female,Under Graduate,65283,842906,Personal,346,18.76,3,Salaried,0
29703,44,Male,Post Graduate,107991,860218,Education,300,14.77,15,Business,1
29704,44,Female,Graduate,36597,470352,Education,763,13.52,7,Self-Employed,0
29705,31,Male,Under Graduate,101784,739926,Car,470,22.81,15,Salaried,0
29706,42,Female,Graduate,78385,565422,Education,642,15.33,3,Salaried,0
29707,35,Male,Graduate,131058,928681,Home,337,10.47,10,Salaried,1
29708,30,Male,Graduate,145251,1044403,Home,724,17.26,10,Salaried,0
29709,61,Male,Under Graduate,172821,483581,Home,783,22.53,10,Salaried,0
29710,47,Female,Post Graduate,150541,103399,Car,697,14.16,10,Salaried,1
29711,29,Male,Graduate,124065,128549,Home,534,10.64,10,Salaried,0
29712,48,Male,Graduate,158288,1072199,Personal,662,14.82,10,Business,0
29713,21,Female,Under Graduate,178373,234804,Personal,814,18.91,10,Self-Employed,1
29714,37,Male,Graduate,120254,908553,Car,599,10.03,5,Salaried,0
29715,51,Female,Graduate,151919,211765,Home,435,12.69,3,Salaried,0
29716,64,Female,Post Graduate,172958,291349,Business,748,27.42,1,Self-Employed,0
29717,30,Female,Under Graduate,142164,134467,Home,384,12.08,3,Self-Employed,1
29718,57,Male,Graduate,155743,945254,Personal,617,9.27,10,Salaried,1
29719,49,Female,Graduate,61504,800091,Personal,375,16.64,15,Salaried,0
29720,38,Male,Under Graduate,24153,1151467,Car,385,9.48,5,Self-Employed,0
29721,58,Female,Graduate,146769,934459,Home,511,8.27,5,Salaried,1
29722,59,Male,Post Graduate,82338,521527,Car,488,8.31,5,Salaried,0
29723,26,Female,Under Graduate,94107,100136,Personal,807,13.93,7,Salaried,0
29724,60,Female,Under Graduate,29353,960881,Education,562,9.48,5,Salaried,0
29725,32,Male,Graduate,74450,61005,Business,640,11.86,7,Self-Employed,0
29726,34,Female,Graduate,165373,195271,Personal,615,20.97,3,Self-Employed,1
29727,64,Male,Graduate,102717,961352,Car,321,13.77,5,Salaried,0
29728,30,Female,Under Graduate,161080,972148,Personal,704,19.51,5,Business,0
29729,40,Male,Under Graduate,25290,584917,Personal,808,16.23,5,Self-Employed,0
29730,35,Female,Graduate,51474,89122,Personal,312,25.69,10,Salaried,0
29731,51,Female,Post Graduate,86167,748239,Home,536,21.93,5,Salaried,0
29732,27,Male,Under Graduate,78711,776101,Business,772,25.05,7,Salaried,0
29733,61,Female,Graduate,48351,88392,Education,343,18.38,3,Salaried,1
29734,30,Male,Graduate,125405,878377,Personal,580,23.62,5,Salaried,0
29735,30,Male,Graduate,125737,422006,Home,651,20.31,5,Business,0
29736,59,Female,Graduate,55567,1185363,Personal,354,22.88,15,Business,0
29737,48,Female,Under Graduate,107645,978655,Home,840,21.69,1,Self-Employed,0
29738,50,Female,Under Graduate,152221,1163907,Home,379,14.01,3,Salaried,1
29739,57,Male,Graduate,39387,69056,Education,628,10.51,7,Self-Employed,0
29740,23,Male,Graduate,147074,471138,Business,808,24.13,7,Self-Employed,0
29741,63,Female,Graduate,149266,651464,Personal,645,9.55,10,Salaried,0
29742,35,Male,Under Graduate,20019,538208,Car,802,20.1,1,Salaried,0
29743,41,Female,Post Graduate,179348,143356,Home,698,27.78,10,Salaried,0
29744,57,Female,Post Graduate,86535,753063,Home,623,11.65,15,Salaried,0
29745,32,Female,Post Graduate,114074,875077,Personal,343,22.87,10,Salaried,0
29746,24,Male,Graduate,155497,290182,Personal,849,27.06,3,Salaried,0
29747,29,Male,Post Graduate,103610,428883,Education,411,17.91,10,Business,0
29748,59,Female,Under Graduate,91864,466122,Personal,567,19.46,5,Self-Employed,0
29749,62,Male,Graduate,104430,300323,Business,615,15.35,3,Business,0
29750,48,Female,Post Graduate,124356,398597,Personal,513,16.84,1,Salaried,1
29751,43,Female,Graduate,161314,742187,Home,806,20.6,1,Salaried,0
29752,60,Male,Post Graduate,129212,91787,Car,649,25.43,10,Business,0
29753,64,Female,Post Graduate,34275,106860,Personal,314,27.05,10,Salaried,0
29754,42,Female,Post Graduate,79566,1086988,Business,751,18.86,1,Business,0
29755,44,Female,Under Graduate,59911,283517,Car,389,23.65,10,Self-Employed,0
29756,46,Female,Graduate,30357,789447,Personal,470,22.73,3,Salaried,1
29757,50,Female,Post Graduate,45364,426651,Education,574,12.94,3,Salaried,1
29758,53,Male,Graduate,92906,553544,Business,646,17.24,7,Self-Employed,0
29759,36,Male,Under Graduate,137677,937881,Personal,419,21.67,5,Business,0
29760,42,Female,Graduate,172374,326752,Education,465,10.58,3,Self-Employed,0
29761,63,Male,Under Graduate,149020,812879,Business,581,25.68,1,Self-Employed,0
29762,38,Female,Graduate,161568,729018,Personal,514,16.05,5,Self-Employed,1
29763,27,Female,Graduate,63189,752303,Personal,661,17.07,5,Salaried,0
29764,46,Female,Graduate,155375,670888,Car,797,25.39,5,Business,1
29765,28,Female,Under Graduate,61838,1190294,Business,616,11.45,5,Self-Employed,0
29766,26,Male,Graduate,68566,1087843,Car,801,8.71,5,Salaried,1
29767,50,Male,Graduate,54380,673954,Home,504,13.72,15,Salaried,1
29768,59,Female,Graduate,81817,738586,Personal,659,11,15,Salaried,0
29769,43,Male,Graduate,114618,1092656,Business,787,27.71,5,Self-Employed,0
29770,52,Female,Graduate,130974,333313,Personal,739,19.32,15,Business,0
29771,42,Male,Post Graduate,154536,250350,Personal,584,19.29,1,Business,0
29772,62,Female,Graduate,43364,330570,Home,314,23.88,1,Salaried,0
29773,63,Female,Post Graduate,29366,655458,Home,640,13.17,5,Salaried,0
29774,29,Female,Graduate,74891,972437,Personal,441,18.45,3,Salaried,0
29775,51,Male,Graduate,41610,618219,Personal,774,10.84,10,Self-Employed,0
29776,27,Male,Post Graduate,69431,1196261,Personal,583,9.87,7,Salaried,0
29777,29,Female,Graduate,26215,1005035,Personal,335,16.79,15,Salaried,0
29778,33,Male,Graduate,120974,643487,Business,693,26.26,10,Salaried,0
29779,23,Male,Graduate,178200,90480,Personal,481,16.82,5,Self-Employed,0
29780,55,Male,Graduate,107777,1125313,Business,692,17.03,3,Business,0
29781,53,Male,Post Graduate,166357,51000,Education,519,25.3,1,Salaried,0
29782,41,Male,Post Graduate,158740,621308,Car,681,13.72,3,Salaried,0
29783,51,Male,Post Graduate,59070,854271,Car,747,17.8,3,Salaried,0
29784,54,Male,Graduate,58037,1055045,Home,382,11.29,10,Self-Employed,0
29785,52,Male,Graduate,106029,1190249,Home,356,24.92,5,Salaried,1
29786,55,Male,Graduate,31902,190733,Business,478,8.74,7,Business,0
29787,35,Male,Post Graduate,148272,276665,Education,618,16.26,7,Business,0
29788,52,Male,Post Graduate,84849,654876,Personal,616,13.53,1,Salaried,0
29789,26,Male,Graduate,83698,907334,Personal,622,13.15,1,Business,0
29790,41,Male,Under Graduate,94585,962300,Personal,327,12.88,5,Salaried,1
29791,53,Female,Graduate,31992,1172095,Personal,313,15.39,15,Salaried,0
29792,52,Female,Under Graduate,148939,409220,Business,545,26.03,7,Salaried,1
29793,39,Male,Graduate,109166,125993,Home,833,22.18,10,Salaried,0
29794,53,Male,Under Graduate,99597,196397,Personal,522,25.79,1,Salaried,0
29795,48,Male,Graduate,165584,190043,Car,556,11.93,5,Self-Employed,0
29796,51,Female,Under Graduate,177504,1191842,Home,521,24.98,1,Salaried,1
29797,41,Female,Graduate,163491,836987,Personal,353,16.6,5,Salaried,0
29798,54,Male,Graduate,101187,503784,Personal,411,27.62,3,Salaried,0
29799,35,Male,Graduate,48338,353072,Personal,774,19.87,15,Business,0
29800,34,Male,Under Graduate,43929,118628,Home,384,17.75,10,Self-Employed,1
29801,39,Male,Under Graduate,72600,575500,Education,367,26.5,10,Salaried,1
29802,63,Male,Graduate,116740,770404,Business,426,15.63,1,Salaried,0
29803,35,Female,Post Graduate,142510,970223,Home,493,22.97,5,Salaried,0
29804,26,Male,Post Graduate,69729,798560,Car,400,17.47,1,Self-Employed,0
29805,29,Female,Graduate,58284,149366,Personal,370,22.67,10,Salaried,0
29806,57,Male,Graduate,71674,787038,Personal,365,13.51,5,Salaried,0
29807,40,Male,Under Graduate,81964,109533,Home,503,16.13,1,Salaried,0
29808,54,Female,Post Graduate,58461,484478,Business,430,14.91,15,Self-Employed,0
29809,58,Female,Graduate,85581,144553,Home,300,25.38,3,Salaried,0
29810,46,Male,Graduate,30126,220817,Personal,334,26.57,3,Salaried,1
29811,38,Female,Graduate,58492,238591,Business,798,22.71,7,Self-Employed,0
29812,48,Male,Post Graduate,119284,987745,Home,435,24.43,5,Self-Employed,0
29813,29,Female,Graduate,173003,711231,Personal,560,15.08,3,Salaried,0
29814,52,Female,Post Graduate,88830,839123,Home,611,11.01,10,Salaried,0
29815,26,Male,Graduate,79414,195568,Car,586,21.73,3,Salaried,0
29816,34,Male,Graduate,140676,185574,Business,389,20.75,5,Salaried,0
29817,48,Female,Graduate,136802,116740,Education,556,13.28,7,Salaried,0
29818,44,Male,Under Graduate,77969,1116252,Personal,696,26.25,7,Salaried,1
29819,33,Female,Graduate,39938,821641,Home,843,15.15,3,Salaried,0
29820,63,Female,Under Graduate,158801,913720,Home,752,24.3,15,Salaried,1
29821,32,Male,Graduate,122347,1161360,Home,606,10.58,10,Salaried,0
29822,39,Female,Post Graduate,95738,604343,Personal,391,13.73,5,Salaried,0
29823,41,Male,Graduate,129089,83321,Home,690,20.29,10,Salaried,0
29824,47,Male,Post Graduate,26951,892083,Home,679,12.84,5,Salaried,0
29825,39,Female,Under Graduate,102172,489896,Personal,357,27.13,15,Salaried,0
29826,44,Male,Graduate,173156,983484,Home,760,19.03,15,Salaried,1
29827,46,Female,Graduate,157368,306369,Personal,587,22.63,5,Self-Employed,1
29828,48,Female,Post Graduate,165098,912952,Personal,793,19.23,7,Self-Employed,0
29829,38,Male,Graduate,149563,310391,Business,317,16.14,5,Business,0
29830,64,Male,Post Graduate,145296,414381,Car,473,24.44,10,Business,1
29831,56,Female,Graduate,139351,937150,Home,819,8.45,10,Self-Employed,1
29832,62,Male,Post Graduate,104122,1137175,Personal,520,16.54,7,Salaried,0
29833,49,Female,Post Graduate,39225,514256,Personal,581,25.62,7,Salaried,0
29834,37,Female,Graduate,53038,143516,Personal,829,9.7,5,Self-Employed,1
29835,24,Female,Post Graduate,105059,860959,Personal,730,12.15,15,Business,1
29836,64,Female,Graduate,161443,613238,Car,789,27.21,7,Self-Employed,1
29837,49,Female,Graduate,127340,1173639,Personal,741,27.18,1,Salaried,0
29838,24,Male,Graduate,113965,898795,Personal,643,15.69,7,Salaried,0
29839,30,Female,Post Graduate,89159,1045312,Personal,577,23.05,3,Self-Employed,0
29840,45,Female,Graduate,106914,1032200,Personal,779,20.52,3,Salaried,0
29841,51,Female,Under Graduate,83776,858918,Home,398,17.86,15,Salaried,1
29842,23,Female,Post Graduate,29294,846781,Car,708,24.28,10,Salaried,1
29843,22,Female,Graduate,20750,372759,Business,727,21.02,10,Business,0
29844,45,Female,Under Graduate,175195,329872,Personal,456,9.82,7,Self-Employed,0
29845,26,Male,Graduate,128863,1030138,Car,818,24.79,5,Self-Employed,0
29846,46,Male,Post Graduate,139101,664248,Personal,683,13.49,5,Salaried,0
29847,28,Female,Graduate,148390,235472,Home,580,20.66,5,Salaried,0
29848,55,Female,Under Graduate,62732,1064418,Home,819,23.51,5,Business,0
29849,47,Female,Under Graduate,71238,428770,Personal,686,25.95,5,Salaried,0
29850,45,Male,Post Graduate,68046,762234,Home,586,26.51,3,Salaried,1
29851,38,Female,Graduate,163464,532559,Home,755,26.52,15,Self-Employed,0
29852,21,Female,Graduate,138553,935504,Home,367,21.14,10,Self-Employed,1
29853,59,Female,Graduate,147545,264076,Home,434,20.48,7,Salaried,0
29854,23,Female,Graduate,118632,779294,Personal,441,8.3,5,Self-Employed,0
29855,24,Female,Graduate,144594,808552,Education,717,9.69,10,Business,0
29856,61,Female,Post Graduate,82423,892883,Home,496,15.85,3,Business,1
29857,57,Male,Under Graduate,100179,1054396,Personal,823,23.86,3,Salaried,0
29858,35,Female,Graduate,35386,1049415,Business,336,19.84,15,Self-Employed,0
29859,28,Female,Graduate,48822,76475,Home,582,12.7,15,Salaried,1
29860,58,Female,Under Graduate,124620,522064,Business,384,10.46,7,Salaried,0
29861,39,Female,Under Graduate,32131,572232,Personal,676,17.36,5,Business,0
29862,46,Female,Graduate,102540,1006737,Personal,845,26.26,10,Salaried,0
29863,59,Female,Graduate,139932,1143136,Car,316,9.06,10,Business,0
29864,30,Female,Post Graduate,62797,473547,Business,570,17.25,10,Self-Employed,0
29865,58,Female,Under Graduate,90471,794332,Personal,837,9.18,7,Salaried,0
29866,34,Female,Graduate,116050,346538,Car,398,13,15,Self-Employed,0
29867,61,Male,Post Graduate,173530,956216,Personal,439,27.08,5,Business,0
29868,39,Male,Post Graduate,174137,506175,Education,807,10.09,3,Self-Employed,1
29869,50,Male,Graduate,114229,115661,Home,321,9.02,7,Business,0
29870,25,Female,Under Graduate,48897,565312,Education,527,9.74,5,Business,0
29871,51,Male,Graduate,81988,965379,Home,512,21.83,1,Salaried,0
29872,27,Male,Post Graduate,171925,167256,Business,652,8.24,15,Salaried,0
29873,39,Male,Post Graduate,141444,372412,Personal,373,15.87,15,Business,0
29874,51,Male,Graduate,149677,153747,Personal,690,27.07,1,Business,0
29875,59,Female,Post Graduate,53795,80080,Business,550,9.38,10,Self-Employed,0
29876,44,Male,Under Graduate,144865,788028,Personal,839,26.64,5,Business,0
29877,54,Male,Under Graduate,79070,692772,Home,765,10.35,5,Self-Employed,0
29878,43,Female,Graduate,94560,65930,Home,605,10.56,3,Self-Employed,1
29879,60,Male,Graduate,97121,684520,Personal,664,20.1,3,Self-Employed,0
29880,26,Female,Under Graduate,99628,391585,Personal,763,12.88,3,Business,0
29881,58,Male,Post Graduate,148592,144662,Personal,565,8.06,7,Salaried,1
29882,61,Male,Under Graduate,27800,395837,Education,787,22.99,5,Salaried,0
29883,56,Male,Graduate,168844,906887,Home,812,15.42,3,Salaried,0
29884,47,Female,Graduate,70064,766753,Home,372,26.16,10,Business,0
29885,31,Male,Graduate,76791,85516,Car,511,13.56,5,Salaried,0
29886,25,Male,Under Graduate,93208,775385,Home,464,21.39,3,Salaried,0
29887,37,Female,Under Graduate,58200,523967,Home,742,14.53,5,Salaried,0
29888,27,Male,Post Graduate,62229,998618,Car,695,10.97,10,Business,0
29889,47,Male,Graduate,69909,857007,Home,823,27.5,5,Self-Employed,0
29890,35,Male,Graduate,104753,1074084,Personal,503,19.76,5,Business,1
29891,33,Male,Post Graduate,148863,77575,Car,739,24.79,3,Salaried,0
29892,31,Male,Post Graduate,71239,1049839,Personal,611,13,3,Salaried,0
29893,46,Female,Post Graduate,84567,210338,Business,806,15.86,3,Self-Employed,1
